Sample,Sample protolith type,U-Pb data? (Yes/No),Used in MDS?,Lu-Hf data? (Yes/No),Country,Region,Domain,Group/Strat unit,Lithology,Longitude,Latitude,Location method,Analytical method,Mineral,Reference,DOI URL,age,ageerr,
Dwcomp_19,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite (Choma-Kalomo block),Granite (Choma-Kalomo block),26,-16,Georeferenced,U–Pb SHRIMP zircon,,Bulambo et al. (2004),,1174,27,
Dwcomp_20,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite (Choma-Kalomo block),Granite (Choma-Kalomo block),27,-16,Georeferenced,U–Pb SHRIMP zircon,,Bulambo et al. (2004),,1177,70,
Dwcomp_21,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite (Choma-Kalomo block),Granite (Choma-Kalomo block),27,-16,Georeferenced,U–Pb SHRIMP zircon,,Bulambo et al. (2004),,1181,9,
Dwcomp_22,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite (Choma-Kalomo block),Granite (Choma-Kalomo block),26,-16,Georeferenced,U–Pb SHRIMP zircon,,Bulambo et al. (2004),,1188,11,
Dwcomp_23,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite (Choma-Kalomo block),Granite (Choma-Kalomo block),27,-16,Georeferenced,U–Pb SHRIMP zircon,,Bulambo et al. (2004),,1368,10,
Dwcomp_01,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luangwa gneiss,Luangwa gneiss,30,-14,Georeferenced,LA-ICP-MS,,Cox et al. (2002),,2033,,
Dwcomp_02,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luangwa gneiss,Luangwa gneiss,,,Georeferenced,LA–ICP–MS,,Cox et al. (2002),,2608,14,
Dwcomp_41,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kaunga Granite,Kaunga Granite,32,-10,Georeferenced,U–Pb TIMS bulk zircon,,Daly (1986),,970,5,
CC10,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite gneiss,Porphyritic granite gneiss,29,-14,Georeferenced,Concordia age,,De Waele 2005,,1952,6,
CC5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-14,Georeferenced,Concordia age,,De Waele 2005,,1038,17,
CC8,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-14,Georeferenced,Concordia age,,De Waele 2005,,1035,12,
CHL5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite gneiss,Granite gneiss,31,-12,Georeferenced,Concordia age,,De Waele 2005,,1016,17,
CHT6,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Biotite granite gneiss,Biotite granite gneiss,31,-12,Georeferenced,Concordia age,,De Waele 2005,,1005,7,
Dwcomp_24,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite (ZAM5),Porphyritic granite (ZAM5),32,-13,Georeferenced,U–Pb SHRIMP zircon,,De Waele (2005),,1041,9,
Dwcomp_25,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite (ZAM4),Porphyritic granite (ZAM4),32,-13,Georeferenced,U–Pb SHRIMP zircon,,De Waele (2005),,1050,10,
Dwcomp_26,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite (ZAM3),Porphyritic granite (ZAM3),32,-13,Georeferenced,U–Pb SHRIMP zircon,,De Waele (2005),,1074,3,
Dwcomp_27,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mafic enclave in Gneiss (ZAM2),Mafic enclave in Gneiss (ZAM2),32,-13,Georeferenced,U–Pb SHRIMP zircon,,De Waele (2005),,1974,18,
FW1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-13,Georeferenced,Upper intercept,,De Waele 2005,,1038,58,
IS20,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kachinga Tuff,Kachinga Tuff,29,-11,Georeferenced,Concordia age,,De Waele 2005,,1856,4,
ISK1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luwalizi Granite Gneiss,Luwalizi Granite Gneiss,32,-10,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1942,6,
ISK2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luwalizi Granite Gneiss,Luwalizi Granite Gneiss,32,-10,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1927,10,
KB5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Katibunga Basalt,Katibunga Basalt,32,-11,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1871,24,
KK1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,28,-14,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1003,31,
KMP1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kapiri Mposhi Granite,Kapiri Mposhi Granite,29,-13,Georeferenced,Upper intercept,,De Waele 2005,,2726,36,
KN1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,30,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,2036,6,
KN2A,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,30,-13,Georeferenced,Upper intercept,,De Waele 2005,,1031,14,
KN5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Biotite granite gneiss,Biotite granite gneiss,30,-13,Georeferenced,Upper intercept,,De Waele 2005,,1053,14,
KN7,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,30,-13,Georeferenced,207Pb/206Pb,,De Waele 2005,,1048,10,
KN8,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Biotite granite gneiss,Biotite granite gneiss,30,-13,Georeferenced,Upper intercept,,De Waele 2005,,1022,16,
LW1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chilubanama Granite,Chilubanama Granite,32,-10,Georeferenced,207Pb/206Pb,,De Waele 2005,,1005,21,
LW10,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Musalango Gneiss,Musalango Gneiss,32,-11,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1610,26,
LW2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luswa Syenite,Luswa Syenite,32,-11,Georeferenced,Concordia age,,De Waele 2005,,943,5,
MA1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mansa Granite,Mansa Granite,29,-11,Georeferenced,Upper intercept,,De Waele 2005,,1860,13,
MA2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mansa granite,Mansa granite,29,-11,Georeferenced,Concordia age,,De Waele 2005,,1862,8,
MA3,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mansa Volcanic,Mansa Volcanic,29,-11,Georeferenced,Concordia age,,De Waele 2005,,1868,7,
MA5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mansa Volcanic,Mansa Volcanic,29,-11,Georeferenced,Upper intercept,,De Waele 2005,,1862,19,
MA9,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Musonda Falls Granite,Musonda Falls Granite,29,-11,Georeferenced,Concordia age,,De Waele 2005,,1866,9,
MH4,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-14,Georeferenced,Concordia age,,De Waele 2005,,1017,19,
MH9C,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-14,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1029,14,
MK3,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,29,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,2042,10,
MK5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,29,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,2029,7,
MK5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,29,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,2050,9,
MK7,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-13,Georeferenced,207Pb/206Pb,,De Waele 2005,,1035,32,
ML2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lubu Granite Gneiss,Lubu Granite Gneiss,32,-10,Georeferenced,Upper intercept,,De Waele 2005,,1551,33,
MTG4,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chilubanama Granite,Chilubanama Granite,32,-10,Georeferenced,Concordia age,,De Waele 2005,,1010,22,
MTGG1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mutangoshi Gneissic Granite,Mutangoshi Gneissic Granite,32,-10,Georeferenced,Upper intercept,,De Waele 2005,,1029,9,
MTGG-2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mutangoshi Gneissic Granite,Mutangoshi Gneissic Granite,32,-10,Georeferenced,Concordia age,,De Waele 2005,,1055,13,
ND1,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,29,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1023,7,
ND2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granite gneiss,Granite gneiss,29,-13,Georeferenced,Concordia age,,De Waele 2005,,1627,12,
ND4,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Granodiorite,Granodiorite,29,-13,Georeferenced,Concordia age,,De Waele 2005,,1031,5,
ND5,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Syeno-granite,Syeno-granite,29,-13,Georeferenced,Concordia age,,De Waele 2005,,1028,7,
SASA2,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Sasa Granite,Sasa Granite,30,-13,Georeferenced,Concordia age,,De Waele 2005,,1016,14,
SER5-3,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,30,-13,Georeferenced,Concordia age,,De Waele 2005,,1034,5,
SER6-2C,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lukamfwa Hill Granite Gneiss,Lukamfwa Hill Granite Gneiss,30,-13,Georeferenced,Concordia age,,De Waele 2005,,1664,6,
SER6-3,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lukamfwa Hill Granite Gneiss,Lukamfwa Hill Granite Gneiss,30,-13,Georeferenced,Concordia age,,De Waele 2005,,1652,6,
SER6-4,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Porphyritic granite,Porphyritic granite,30,-13,Georeferenced,Upper intercept,,De Waele 2005,,1036,13,
SH8,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lufila Granite,Lufila Granite,32,-11,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1001,44,
SQG,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Serenje Quarry Granite,Serenje Quarry Granite,30,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1024,9,
SR12,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lukamfwa Hill Granite Gneiss,Lukamfwa Hill Granite Gneiss,30,-13,Georeferenced,W.M. 207Pb/206Pb,,De Waele 2005,,1639,14,
ZAM3,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chipata Granite,Chipata Granite,,,Georeferenced,U–Pb SHRIMP zircon,,De Waele (2005),,1076,3,
ZM31,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luswa River Tuff,Luswa River Tuff,32,-10,Georeferenced,Concordia age,,De Waele 2005,,1879,13,
ZM32,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chilubanama Granite,Chilubanama Granite,32,-10,Georeferenced,207Pb/206Pb,,De Waele 2005,,946,50,
ZM36,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mununga Quarry Granite,Mununga Quarry Granite,31,-12,Georeferenced,Concordia age,,De Waele 2005,,1025,10,
Dwcomp_42,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Nyika Granite,Nyika Granite,33,-10,Georeferenced,U–Pb TIMS bulk zircon,,Dodson et al. (1975),,1932,9,
Dwcomp_43,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mpande Gneiss,Mpande Gneiss,28,-15,Georeferenced,U–Pb TIMS bulk zircon,,Hanson et al. (1988a),,1106,19,
Dwcomp_44,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Semahwa Gneiss,Semahwa Gneiss,27,-16,Georeferenced,U–Pb TIMS bulk zircon,,Hanson et al. (1988b),,1198,6,
Dwcomp_45,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chilala Gneiss,Chilala Gneiss,27,-16,Georeferenced,U–Pb TIMS bulk zircon,,Hanson et al. (1988b),,1285,64,
Dwcomp_46,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Zongwe Gneiss,Zongwe Gneiss,27,-16,Georeferenced,U–Pb TIMS bulk zircon,,Hanson et al. (1988b),,1343,6,
Dwcomp_47,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Siasikabole Granite,Siasikabole Granite,27,-16,Georeferenced,U–Pb TIMS bulk zircon,,Hanson et al. (1988b),,1352,14,
Dwcomp_49,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Solwezi Granite,Solwezi Granite,25,-12,Georeferenced,U–Pb TIMS single zircon,,John (2001),,1874,9,
Dwcomp_50,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kabompo Granite,Kabompo Granite,25,-11,Georeferenced,U–Pb TIMS single zircon,,John (2001),,1884,10,
Dwcomp_54,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Munali Granite,Munali Granite,29,-15,Georeferenced,U–Pb TIMS single zircons,,Katongo et al. (2004),,1090,1,
Dwcomp_28,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mwinilunga granite,Mwinilunga granite,,,Georeferenced,U–Pb SHRIMP zircon,,Key et al. (2001),,2538,10,
Dwcomp_29,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mwinilunga granite,Mwinilunga granite,,,Georeferenced,U–Pb SHRIMP zircon,,Key et al. (2001),,2543,5,
Dwcomp_30,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mwinilunga granite,Mwinilunga granite,,,Georeferenced,U–Pb SHRIMP zircon,,Key et al. (2001),,2561,10,
Dwcomp_31,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mwinilunga granite,Mwinilunga granite,24,-11,Georeferenced,U–Pb SHRIMP zircon,,Key et al. (2001),,2058,7,
Dwcomp_55,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kabompo Dome granite,Kabompo Dome granite,25,-11,Georeferenced,U–Pb zircon,,Key et al. (2001),,1934,6,
Dwcomp_56,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kabompo Dome granite,Kabompo Dome granite,25,-11,Georeferenced,U–Pb zircon,,Key et al. (2001),,1940,3,
Dwcomp_51,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kinsenda Granite (Luina dome),Kinsenda Granite (Luina dome),28,-12,Georeferenced,U–Pb TIMS single zircon,,Ngoyi et al. (1991),,1882,23,
Dwcomp_32,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,29,-13,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1088,159,
Dwcomp_33,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Kinsenda Lufubu Schist,Kinsenda Lufubu Schist,28,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1873,8,
Dwcomp_34,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Samba porphyry,Samba porphyry,27,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1964,12,
Dwcomp_35,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lufubu Schist,Lufubu Schist,28,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1970,10,
Dwcomp_36,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mulungushi Gneiss,Mulungushi Gneiss,28,-14,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1976,5,
Dwcomp_37,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chambishi Granite,Chambishi Granite,28,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1980,7,
Dwcomp_38,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chambishi Granite,Chambishi Granite,28,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1983,5,
Dwcomp_39,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mufulira Granite,Mufulira Granite,28,-12,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,1991,3,
Dwcomp_40,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mkushi Gneiss,Mkushi Gneiss,29,-13,Georeferenced,U–Pb SHRIMP zircon,,Rainaud et al. (2002),,2049,6,
Dwcomp_03,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Aplite (Wililo Granite),Aplite (Wililo Granite),33,-9,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,983,1,
Dwcomp_04,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Nyika Granite,Nyika Granite,33,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,1969,1,
Dwcomp_05,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Rumphi Granite,Rumphi Granite,34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,1988,1,
Dwcomp_06,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chelinda Granite,Chelinda Granite,33,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,1995,1,
Dwcomp_07,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luromo Granite,Luromo Granite,34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,2002,1,
Dwcomp_08,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Rumphi Granite,Rumphi Granite,34,-11,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,2048,1,
Dwcomp_09,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luromo Granite,Luromo Granite,34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,2093,1,
Dwcomp_10,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luromo Granite,Luromo Granite,34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1997),,2224,1,
Dwcomp_11,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Aplite (Luromo Granite),Aplite (Luromo Granite),34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1999),,977,1,
Dwcomp_12,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Luromo Granite,Luromo Granite,34,-10,Georeferenced,Pb evaporation single zircon,,Ring et al. (1999),,1108,1,
Dwcomp_13,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Wililo Granite,Wililo Granite,33,-9,Georeferenced,Pb evaporation single zircon,,Ring et al. (1999),,1115,1,
Dwcomp_14,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Wililo Granite,Wililo Granite,33,-9,Georeferenced,Pb evaporation single zircon,,Ring et al. (1999),,1116,1,
Dwcomp_15,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Wililo Granite,Wililo Granite,33,-9,Georeferenced,Pb evaporation single zircon,,Ring et al. (1999),,1118,1,
Dwcomp_52,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Lwakwa Granite,Lwakwa Granite,33,-9,Georeferenced,U–Pb TIMS single zircon,,Ring et al. (1999),,1087,11,
Dwcomp_53,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Mwenga Granite,Mwenga Granite,33,-9,Georeferenced,U–Pb TIMS single zircon,,Ring et al. (1999),,1119,20,
Dwcomp_48,Magmatic,No,,No,Africa,Africa - Tanzania Craton,Irumide Belt,Chipata granulite,Chipata granulite,32,-13,Georeferenced,U–Pb TIMS single monazite,,Schenk and Appel (2001),,1046,3,
B1,Magmatic,No,,Yes,Africa,Iran,,,,49.323208,33.481085,,,,"Nutman, et al., 2013, CJES-51",,0,,
B2,Magmatic,No,,Yes,Africa,Iran,,,,50.685417,32.772851,,,,"Nutman, et al., 2013, CJES-51",,0,,
NM19,Magmatic,No,,Yes,Africa,Israel,,,,34.9231726,29.59084228,,,,"Morag, et al., 2011, PRECAMB-186",,0,,
NM27,Magmatic,No,,Yes,Africa,Israel,,,,34.91859135,29.56784786,,,,"Morag, et al., 2011, PRECAMB-186",,0,,
Nam66,Magmatic,No,,Yes,Africa,Namibia,,,,16.866056,-27.865333,,,,"Hofmann, et al., 2014, IJES-103",,0,,
Nam67,Magmatic,No,,Yes,Africa,Namibia,,,,16.860639,-27.885667,,,,"Hofmann, et al., 2014, IJES-103",,0,,
S?320M,Magmatic,No,,No,India,India - Southern Granulite Terrane,,,,76.88583333,9.114166667,,,zircon,"Ghosh et al., 2004",,480,100,
E13.12,Magmatic,No,,Yes,Africa,Ethiopia,,,,35.454,8.945767,,,,"Blades, et al., 2015, PR-270",,584,10,
NM20,Magmatic,No,,Yes,Africa,Israel,,,,34.91388167,29.59084228,,,,"Morag, et al., 2011, PRECAMB-186",,599,6,
C182,Magmatic,No,,Yes,Africa,Africa - Tanzania Craton,,,Coarse-grained granitic orthogneiss,37.6756716,-5.811906586,,,zircon,Thomas et al. 2016,,607,2,
NM28,Magmatic,No,,Yes,Africa,Israel,,,,34.92263017,29.59988255,,,,"Morag, et al., 2011, PRECAMB-186",,607,5,
NM7,Magmatic,No,,Yes,Africa,Israel,,,,34.89848538,29.54844302,,,,"Morag, et al., 2011, PRECAMB-186",,608,3,
NM18,Magmatic,No,,Yes,Africa,Israel,,,,34.91388167,29.59084228,,,,"Morag, et al., 2011, PRECAMB-186",,611,5,
NM29,Magmatic,No,,Yes,Africa,Israel,,,,34.92263017,29.59988255,,,,"Morag, et al., 2011, PRECAMB-186",,612,5,
